transaction_id,trade_date,customer_id,account_id,security_id,amount,currency,country
TXN000078,2026-07-30,CUST6852,ACC102434,XX2397921668,34405.27,USD,QA
TXN000079,2026-08-10,CUST4717,ACC110140,XX5400863829,18593.03,USD,PA
TXN000080,2026-08-11,CUST9994,ACC304284,XX7465640883,25652.67,USD,BO
TXN000081,2026-07-26,CUST2932,ACC548119,XX1422853285,40095.29,USD,KZ
TXN000082,2026-08-11,CUST2050,ACC703246,XX4263181531,3866.28,EUR,IN
TXN000083,2026-08-04,CUST6644,ACC869167,XX1434105746,22766.47,EUR,HU
TXN000084,2026-08-05,CUST8740,ACC336662,XX7113954955,45059.02,EUR,RS
TXN000085,2026-08-07,CUST6518,ACC266898,XX4502823637,5510.23,EUR,PK
TXN000086,2026-07-27,CUST4884,ACC198522,XX4856208963,37922.44,GBP,MC
TXN000087,2026-08-11,CUST9262,ACC769019,XX1108983356,49645.49,USD,GY
TXN000088,2026-08-04,CUST7814,ACC315044,XX8381760626,26067.48,USD,PW
TXN000089,2026-08-10,CUST6972,ACC483664,XX1168495436,5457.44,EUR,GT
TXN000090,2026-08-09,CUST3209,ACC688255,XX4580796413,29879.21,GBP,KE
TXN000091,2026-07-29,CUST9460,ACC601959,XX6112745657,1562.93,USD,KW
TXN000092,2026-08-03,CUST2173,ACC671627,XX7668943716,45458.59,USD,AG
TXN000093,2026-07-23,CUST8038,ACC620436,XX1387187833,16706.31,GBP,TL
TXN000094,2026-08-02,CUST7193,ACC334907,XX6741100552,40590.95,GBP,PL
TXN000095,2026-08-01,CUST8966,ACC561771,XX9010802817,40199.12,GBP,TJ
TXN000096,2026-07-21,CUST8885,ACC192460,XX4420356803,13159.72,EUR,GR
TXN000097,2026-08-03,CUST2974,ACC536821,XX3248878558,23778.58,USD,IS
TXN000098,2026-07-25,CUST9613,ACC161553,XX9878868158,15505.91,EUR,LB
TXN000099,2026-08-01,CUST4186,ACC959153,XX1283001961,17880.14,GBP,JO
TXN000100,2026-07-23,CUST8499,ACC682267,XX5347189176,7111.29,USD,TR
TXN000101,2026-08-06,CUST7682,ACC507814,XX1260307882,36029.86,GBP,TD
TXN000102,2026-08-06,CUST3577,ACC658830,XX9958311893,575.35,GBP,CL
TXN000103,2026-07-14,CUST4835,ACC371075,XX8264577460,20116.44,EUR,SR
TXN000104,2026-07-19,CUST1276,ACC464498,XX9259242357,35341.84,EUR,LC
TXN000105,2026-08-10,CUST4184,ACC430722,XX2077547025,12488.5,GBP,KR
TXN000106,2026-07-30,CUST8270,ACC574314,XX7134098896,8423.2,EUR,BI
TXN000107,2026-07-19,CUST7969,ACC564856,XX8684356847,30830.22,USD,CZ
TXN000108,2026-08-02,CUST4081,ACC904676,XX5485217977,8624.16,EUR,TZ
TXN000109,2026-07-26,CUST5659,ACC584150,XX4752038821,32331.44,GBP,PA
TXN000110,2026-07-25,CUST6321,ACC683222,XX4997793951,17455.31,USD,TN
TXN000111,2026-07-14,CUST7508,ACC355477,XX1401260154,18411.99,USD,ST
TXN000112,2026-08-02,CUST8674,ACC480787,XX4635287057,15134.62,USD,BH
TXN000113,2026-07-15,CUST4306,ACC846603,XX7081837303,32680.17,USD,FI
TXN000114,2026-07-21,CUST2019,ACC454653,XX2238025353,44049.19,EUR,HU
TXN000115,2026-07-20,CUST8539,ACC940030,XX4586195919,45502.67,GBP,JM
TXN000116,2026-07-15,CUST1405,ACC383683,XX2213405780,22550.96,USD,KE
TXN000117,2026-07-13,CUST3196,ACC334961,XX7542100298,24342.65,EUR,ST
TXN000118,2026-07-31,CUST1769,ACC529800,XX3802984374,26357.26,USD,ID
TXN000119,2026-07-20,CUST6057,ACC298944,XX8620661962,19456.82,GBP,JO
TXN000120,2026-08-01,CUST5127,ACC619129,XX3908609965,49950.97,USD,BG
TXN000121,2026-07-15,CUST3885,ACC251848,XX5824359816,24778.09,GBP,GA
TXN000122,2026-07-19,CUST8909,ACC263379,XX8267233440,10356.31,USD,KI
TXN000123,2026-07-18,CUST5589,ACC453912,XX1630070763,19186.96,EUR,JM
TXN000124,2026-08-06,CUST4613,ACC983337,XX5640453778,25392.97,USD,LK
TXN000125,2026-08-03,CUST7993,ACC685366,XX2376381712,27273.59,EUR,GN
TXN000126,2026-07-22,CUST8137,ACC331532,XX3829404508,33999.87,USD,LC
TXN000127,2026-07-19,CUST8979,ACC982929,XX4092686000,40721.44,GBP,EE
TXN000128,2026-07-30,CUST2746,ACC528213,XX5902000944,540.21,GBP,TZ
TXN000129,2026-08-02,CUST5549,ACC651158,XX7035526622,34610.75,USD,AR
TXN000130,2026-07-31,CUST9112,ACC605906,XX4322168827,27803.61,USD,JP
TXN000131,2026-07-20,CUST9328,ACC791619,XX7138866839,48182.22,USD,ST
TXN000132,2026-07-19,CUST6821,ACC879904,XX6603686070,7810.98,EUR,CA
TXN000133,2026-07-28,CUST3938,ACC217868,XX3272272064,39694.93,EUR,AD
TXN000134,2026-07-31,CUST3941,ACC552028,XX8475915331,6173.3,EUR,NR
TXN000135,2026-08-04,CUST4024,ACC661306,XX2654885689,2673.84,USD,MN
TXN000136,2026-07-23,CUST8704,ACC570814,XX7207421839,40088.3,GBP,PT
TXN000137,2026-07-19,CUST3561,ACC469381,XX7509982920,15905.54,GBP,PH
TXN000138,2026-07-14,CUST7277,ACC257935,XX9617798529,14246.58,GBP,LA
TXN000139,2026-07-18,CUST4837,ACC436625,XX8008729893,29238.07,USD,AR
TXN000140,2026-08-10,CUST3439,ACC271947,XX3861968267,11629.82,GBP,GQ
TXN000141,2026-08-07,CUST9362,ACC523939,XX4759090522,35722.61,GBP,RU
TXN000142,2026-07-30,CUST3871,ACC722643,XX6411396219,7616.78,USD,RO
TXN000143,2026-07-22,CUST8672,ACC550453,XX4488197743,3409.93,EUR,CD
TXN000144,2026-08-02,CUST6791,ACC900287,XX2893625922,18695.17,GBP,MX
TXN000145,2026-08-04,CUST7298,ACC378609,XX5359867686,47625.81,EUR,GH
TXN000146,2026-08-10,CUST5646,ACC457113,XX9052822182,46619.85,EUR,GA
TXN000147,2026-07-30,CUST2268,ACC893535,XX2861243894,4515.31,GBP,SC
TXN000148,2026-08-05,CUST8130,ACC147146,XX2273327014,48677.83,GBP,CN
TXN000149,2026-08-08,CUST4620,ACC442011,XX9227039910,12815.4,GBP,KH
TXN000150,2026-08-04,CUST2545,ACC834551,XX1047254435,37691.36,USD,PY
TXN000151,2026-08-04,CUST4608,ACC554173,XX8658290603,49580.11,GBP,RO
TXN000152,2026-08-06,CUST5556,ACC239977,XX6706110478,22867.48,USD,YE
TXN000153,2026-07-16,CUST8388,ACC586805,XX9082072710,44902.03,GBP,ML
TXN000154,2026-08-08,CUST5500,ACC782581,XX4667829571,47242.99,USD,KP
TXN000155,2026-07-27,CUST2402,ACC357933,XX8569821902,22517.35,EUR,BE
TXN000156,2026-07-17,CUST7468,ACC642395,XX2685044249,9604.42,USD,KZ
TXN000157,2026-07-24,CUST5090,ACC426922,XX9216562265,17832.91,USD,MX
TXN000158,2026-07-23,CUST9100,ACC721621,XX4676950828,4352.35,USD,KN
TXN000159,2026-08-03,CUST4153,ACC510934,XX6044619645,19220.52,USD,SN
TXN000160,2026-07-27,CUST5801,ACC608376,XX6093394312,29474.29,EUR,AG
TXN000161,2026-07-20,CUST8253,ACC714029,XX8303460085,39336.23,EUR,GW
TXN000162,2026-08-08,CUST6015,ACC887964,XX8289225890,6288.49,EUR,IN
TXN000163,2026-07-17,CUST6075,ACC745072,XX5704995863,9796.45,GBP,UZ
TXN000164,2026-07-27,CUST5686,ACC805119,XX5239351307,20116.24,EUR,ZA
TXN000165,2026-08-02,CUST9537,ACC170598,XX8700155592,40494.11,USD,SG
TXN000166,2026-08-01,CUST7602,ACC754393,XX2294832627,34254.73,USD,BN
TXN000167,2026-07-25,CUST7078,ACC324022,XX4058223499,2519.46,EUR,BT
TXN000168,2026-07-30,CUST4189,ACC647381,XX5532022878,4283.3,USD,SK
TXN000169,2026-07-21,CUST2709,ACC130050,XX9224139285,12090.02,EUR,BT
TXN000170,2026-07-27,CUST9093,ACC365966,XX1709222788,26116.2,EUR,TO
TXN000171,2026-08-04,CUST3591,ACC879803,XX5836014623,19109.54,GBP,FM
TXN000172,2026-07-24,CUST5543,ACC881879,XX8056494295,45384.57,GBP,IN
TXN000173,2026-07-19,CUST9774,ACC815376,XX4190610954,42370.96,GBP,CG
TXN000174,2026-07-29,CUST6040,ACC245610,XX9737638523,44868.98,USD,RO
TXN000175,2026-07-26,CUST4270,ACC819167,XX2702823916,39327.09,USD,VE
TXN000176,2026-07-16,CUST4158,ACC923246,XX4624229127,5354.05,GBP,LB
TXN000177,2026-08-06,CUST4658,ACC710552,XX9355798782,42200.8,USD,ZM
TXN000178,2026-07-16,CUST2933,ACC873434,XX4415539811,31510.77,USD,UA
TXN000179,2026-07-25,CUST5572,ACC605528,XX2057678005,36945.46,GBP,AM
TXN000180,2026-07-13,CUST1966,ACC349862,XX8866305002,22010.23,EUR,RO
TXN000181,2026-07-18,CUST3558,ACC786138,XX8355695180,25465.51,USD,LK
TXN000182,2026-07-25,CUST8676,ACC901533,XX1064025011,39485.37,GBP,AL
TXN000183,2026-08-04,CUST1738,ACC830899,XX2102868062,33904.57,USD,MD
TXN000184,2026-07-14,CUST9381,ACC573493,XX2486581889,19232.6,EUR,PE
TXN000185,2026-08-10,CUST2044,ACC946868,XX7862436036,10640.11,GBP,KN
TXN000186,2026-07-23,CUST9813,ACC541138,XX8057703545,20004.11,GBP,ZM
TXN000187,2026-08-05,CUST8577,ACC921875,XX7487271630,46455.01,USD,ME
TXN000188,2026-08-07,CUST5899,ACC782170,XX2172280154,47010.73,EUR,MK
TXN000189,2026-08-11,CUST7741,ACC543853,XX7377753537,23133.88,GBP,RO
TXN000190,2026-07-16,CUST9559,ACC854703,XX8660938169,34437.9,EUR,UG
TXN000191,2026-07-30,CUST6399,ACC411756,XX8904325833,41900.85,GBP,NE
TXN000192,2026-07-22,CUST8023,ACC502234,XX1319433394,44327.06,EUR,SZ
TXN000193,2026-08-07,CUST9119,ACC823198,XX2571954755,3713.33,EUR,MK
TXN000194,2026-07-13,CUST7376,ACC487820,XX3379200044,18441.07,EUR,GY
TXN000195,2026-08-01,CUST1350,ACC606725,XX2432557749,48044.51,EUR,BB
TXN000196,2026-08-07,CUST1440,ACC775806,XX5051194574,32878.37,EUR,CN
TXN000197,2026-07-29,CUST9193,ACC199537,XX6602474310,41955.52,EUR,FJ
TXN000198,2026-07-19,CUST6450,ACC346790,XX6921545486,31716.21,GBP,MA
TXN000199,2026-07-30,CUST3975,ACC976057,XX2365845545,32783.36,USD,SR
TXN000200,2026-07-28,CUST5229,ACC174630,XX3701907090,36603.06,GBP,PH
TXN000201,2026-07-20,CUST7639,ACC961884,XX2985129441,12552.52,USD,SV
TXN000202,2026-07-15,CUST3241,ACC334729,XX9078498104,11489.33,EUR,CH
TXN000203,2026-08-09,CUST8352,ACC686220,XX8923968740,35718.17,EUR,SL
TXN000204,2026-07-18,CUST6905,ACC681730,XX3503970739,36973.45,EUR,NL
TXN000205,2026-08-04,CUST3494,ACC605353,XX8078233660,40909.98,GBP,ES
TXN000206,2026-08-03,CUST9115,ACC558293,XX4531081366,44317.07,EUR,HN
TXN000207,2026-07-14,CUST7899,ACC162698,XX1131586829,26166.66,USD,WS
TXN000208,2026-07-21,CUST8800,ACC791639,XX9449993116,6241.28,GBP,EE
TXN000209,2026-07-16,CUST8023,ACC446091,XX4302553513,41318.53,GBP,ME
TXN000210,2026-08-06,CUST8934,ACC977775,XX9033726291,6720.66,USD,IQ
TXN000211,2026-08-06,CUST8714,ACC357963,XX6173835111,4029.99,USD,GT
TXN000212,2026-07-19,CUST8638,ACC167238,XX1653031457,17591.33,USD,BD
TXN000213,2026-07-20,CUST3020,ACC523365,XX5176099315,29264.07,USD,JO
TXN000214,2026-08-11,CUST3354,ACC662886,XX7812603163,6214.19,EUR,KN
TXN000215,2026-08-02,CUST2075,ACC347735,XX5053501595,8307.16,EUR,OM
TXN000216,2026-08-04,CUST8428,ACC806020,XX6144019184,10023.7,GBP,LY
TXN000217,2026-08-08,CUST3805,ACC990343,XX5190777257,32978.71,USD,ZW
TXN000218,2026-07-17,CUST9863,ACC288958,XX3512305379,6581.2,EUR,BE
TXN000219,2026-07-17,CUST1189,ACC861328,XX9977018174,26054.09,USD,GB
TXN000220,2026-08-11,CUST2283,ACC617685,XX9515078253,23517.54,GBP,IE
TXN000221,2026-08-01,CUST3481,ACC934560,XX4744553462,38978.44,USD,BB
TXN000222,2026-08-03,CUST4447,ACC738301,XX3834112005,24062.57,GBP,VC
TXN000223,2026-07-22,CUST5829,ACC852212,XX8851499459,25962.82,GBP,BD
TXN000224,2026-08-05,CUST2194,ACC235410,XX8525106601,10434.78,EUR,LV
TXN000225,2026-07-19,CUST4222,ACC591340,XX4363105344,37277.13,USD,CF
TXN000226,2026-07-13,CUST1869,ACC131735,XX8326330856,9109.48,USD,MC
TXN000227,2026-08-04,CUST8957,ACC763994,XX8847684972,3773.11,EUR,CO
TXN000228,2026-07-22,CUST4093,ACC648654,XX2852189171,15512.51,USD,KE
TXN000229,2026-07-31,CUST3234,ACC192603,XX7364886107,29774.85,GBP,NA
TXN000230,2026-07-18,CUST5540,ACC284529,XX7947169840,26911.02,USD,GB
TXN000231,2026-07-31,CUST9701,ACC564061,XX6074435366,37839.12,EUR,ZW
TXN000232,2026-07-20,CUST3976,ACC382636,XX4893720045,2598.63,USD,YE
TXN000233,2026-08-04,CUST8515,ACC601581,XX9351375358,35331.15,GBP,CH
TXN000234,2026-08-01,CUST3087,ACC639565,XX4487500495,29884.89,GBP,TO
TXN000235,2026-08-09,CUST4867,ACC540965,XX3833490131,23247.59,GBP,PT
TXN000236,2026-07-28,CUST5489,ACC289207,XX4025065822,21331.71,EUR,CZ
TXN000237,2026-08-06,CUST3751,ACC302994,XX2317555273,40634.94,GBP,CM
TXN000238,2026-07-25,CUST5062,ACC532359,XX8092751435,18971.85,EUR,DJ
TXN000239,2026-07-19,CUST9190,ACC556455,XX2673044870,5548.52,EUR,PW
TXN000240,2026-08-08,CUST8634,ACC978789,XX9336061785,22809.07,EUR,FI
TXN000241,2026-07-18,CUST7251,ACC617695,XX9226221923,22776.72,USD,CI
TXN000242,2026-07-31,CUST3776,ACC836204,XX5773247682,36049.34,GBP,AU
TXN000243,2026-08-08,CUST6672,ACC723513,XX5556340505,620.85,GBP,BB
TXN000244,2026-07-29,CUST8339,ACC231949,XX2464058393,49706.68,GBP,SM
TXN000245,2026-07-30,CUST1428,ACC810208,XX5896889581,46029.86,GBP,MX
TXN000246,2026-07-25,CUST5084,ACC415144,XX9909753084,8151.83,EUR,TZ
TXN000247,2026-08-01,CUST5513,ACC698924,XX8954706427,1710.5,USD,DJ
TXN000248,2026-08-09,CUST4115,ACC552457,XX1174253788,22899.36,USD,ZM
TXN000249,2026-07-31,CUST2593,ACC190932,XX2834802232,34689.28,GBP,PA
TXN000250,2026-08-09,CUST1861,ACC996977,XX3102849206,13400.34,GBP,KR
TXN000251,2026-08-11,CUST4121,ACC658039,XX5447765995,827.31,USD,TW
TXN000252,2026-07-27,CUST2515,ACC601702,XX1643868336,776.33,GBP,TN
TXN000253,2026-08-02,CUST9803,ACC875127,XX9406257705,37935.6,USD,MN
TXN000254,2026-07-27,CUST7158,ACC249732,XX1793445468,43498.8,EUR,BR
TXN000255,2026-08-01,CUST4129,ACC802661,XX7677614911,39160.74,EUR,MG
TXN000256,2026-08-02,CUST4984,ACC335348,XX2468207332,21792.61,EUR,UG
TXN000257,2026-07-13,CUST4121,ACC959683,XX1552612945,22452.97,EUR,MR
TXN000258,2026-08-10,CUST5566,ACC696363,XX7710736689,22548.63,GBP,CI
TXN000259,2026-07-13,CUST9776,ACC314074,XX4591044669,13002.33,EUR,PT
TXN000260,2026-07-16,CUST6378,ACC356911,XX1643031299,30000.05,USD,AO
TXN000261,2026-07-21,CUST9719,ACC331976,XX9363567338,34045.12,USD,OM
TXN000262,2026-08-09,CUST7165,ACC999979,XX9815749065,21725.18,GBP,RW
TXN000263,2026-07-14,CUST4623,ACC103006,XX6352264052,8861.03,USD,KH
TXN000264,2026-07-25,CUST4366,ACC746829,XX2640270702,26332.31,USD,SC
TXN000265,2026-07-26,CUST6004,ACC817729,XX7931903194,15743.69,GBP,FJ
TXN000266,2026-07-19,CUST5093,ACC995885,XX1112545620,19783.93,GBP,AE
TXN000267,2026-07-23,CUST5788,ACC823189,XX7759074521,31846.08,USD,TM
TXN000268,2026-07-18,CUST8441,ACC827496,XX9684105008,38892.05,GBP,ER
TXN000269,2026-07-28,CUST1848,ACC614831,XX7038396044,10365.93,GBP,TV
TXN000270,2026-07-20,CUST3808,ACC474807,XX3619002304,11998.82,USD,IN
TXN000271,2026-08-01,CUST2051,ACC535829,XX2100927918,3664.94,GBP,TM
TXN000272,2026-08-01,CUST6801,ACC938468,XX2195165394,48164.14,EUR,PK
TXN000273,2026-08-03,CUST4765,ACC217568,XX6053018745,34309.73,EUR,BY
TXN000274,2026-07-16,CUST1761,ACC109866,XX9470263198,20348.29,GBP,TM
TXN000275,2026-08-04,CUST6747,ACC283821,XX2477728619,28236.65,USD,BD
TXN000276,2026-08-10,CUST2445,ACC626927,XX9418270470,1880.54,USD,SC
TXN000277,2026-07-16,CUST4029,ACC746296,XX4460695695,10782.08,USD,BJ
TXN000278,2026-07-14,CUST6013,ACC670442,XX4774496279,12398.04,EUR,PK
TXN000279,2026-07-14,CUST5713,ACC958700,XX2112598652,12053.52,EUR,LT
TXN000280,2026-08-08,CUST1539,ACC457209,XX2755156084,15043.3,USD,SZ
TXN000281,2026-07-31,CUST3466,ACC176997,XX7492674663,30730.17,EUR,PG
TXN000282,2026-07-27,CUST4393,ACC428405,XX3305121036,6227.75,USD,MC
TXN000283,2026-07-26,CUST5966,ACC410200,XX3489542314,35060.25,EUR,TZ
TXN000284,2026-08-08,CUST8425,ACC391105,XX5183906413,4142.51,GBP,YE
TXN000285,2026-07-27,CUST6085,ACC984555,XX5089632930,14720.41,GBP,RS
TXN000286,2026-08-05,CUST8350,ACC989905,XX1399195157,20128.83,EUR,LK
TXN000287,2026-07-22,CUST1350,ACC472311,XX8876479765,3659.9,USD,VE
TXN000288,2026-07-27,CUST6532,ACC929991,XX6080584995,25784.94,EUR,CI
TXN000289,2026-07-31,CUST7903,ACC848382,XX6738143623,20654.11,GBP,TJ
TXN000290,2026-07-16,CUST5098,ACC591776,XX9611826073,26804.74,GBP,SV
TXN000291,2026-07-31,CUST2696,ACC472063,XX6239080274,22382.92,GBP,KG
TXN000292,2026-08-04,CUST7207,ACC318499,XX3863943712,12327.38,GBP,BF
TXN000293,2026-07-21,CUST5692,ACC551083,XX3427799836,34306.34,USD,ER
TXN000294,2026-07-20,CUST5247,ACC512321,XX8966883171,30765.03,USD,SO
TXN000295,2026-07-16,CUST5062,ACC726775,XX1447848703,33239.01,USD,SV
TXN000296,2026-07-13,CUST4401,ACC747876,XX9779879336,32955.76,EUR,BB
TXN000297,2026-07-16,CUST2913,ACC408424,XX1232288391,10384.4,EUR,PE
TXN000298,2026-08-06,CUST3793,ACC449177,XX3174891154,42968.87,USD,BE
TXN000299,2026-07-20,CUST3368,ACC755196,XX5573381029,4235.4,USD,GW
TXN000300,2026-08-01,CUST3895,ACC233095,XX2361738522,35271.91,EUR,NL
TXN000301,2026-08-11,CUST2475,ACC427025,XX9856682358,42682.38,EUR,NR
TXN000302,2026-08-08,CUST6898,ACC602745,XX9542077618,21905.5,USD,MD
TXN000303,2026-07-31,CUST8158,ACC807524,XX2837958970,44852.09,USD,BD
TXN000304,2026-07-20,CUST9537,ACC567654,XX6910345988,36848.31,USD,MD
TXN000305,2026-07-15,CUST8732,ACC457439,XX3373785750,8395.82,GBP,BS
TXN000306,2026-08-11,CUST4048,ACC451747,XX7501245447,48367.84,EUR,TT
TXN000307,2026-07-13,CUST6003,ACC534396,XX8131659282,6931.97,EUR,TN
TXN000308,2026-07-17,CUST8171,ACC237896,XX1410746317,40494.17,USD,GQ
TXN000309,2026-08-03,CUST4752,ACC997264,XX1237081023,44479.09,GBP,VU
TXN000310,2026-07-19,CUST3237,ACC524904,XX7993840844,14745.34,GBP,SK
TXN000311,2026-07-15,CUST8186,ACC930437,XX3912438593,17641.3,GBP,NA
TXN000312,2026-08-09,CUST4449,ACC752828,XX4714434476,17470.32,USD,LT
TXN000313,2026-07-29,CUST2585,ACC999844,XX9969859959,10139.38,GBP,GT
TXN000314,2026-07-14,CUST3553,ACC592773,XX7354255785,40531.07,USD,SO
TXN000315,2026-07-16,CUST6982,ACC552830,XX3143274936,21172.28,GBP,TO
TXN000316,2026-07-21,CUST9644,ACC338483,XX3288024482,34380.16,USD,ET
TXN000317,2026-08-10,CUST6973,ACC185554,XX7626147699,13296.69,USD,PK
