transaction_id,trade_date,customer_id,account_id,security_id,amount,currency,country
TXN000073,2026-07-29,CUST8455,ACC860307,XX7410495307,3845.9,USD,AT
TXN000074,2026-07-30,CUST4352,ACC740326,XX9942760988,36018.46,GBP,IE
TXN000075,2026-07-17,CUST8408,ACC688376,XX2879061007,25208.82,GBP,AO
TXN000076,2026-08-05,CUST8023,ACC649540,XX1446356463,23714.12,GBP,AR
TXN000077,2026-08-05,CUST1454,ACC465913,XX7668405192,489.38,EUR,LB
TXN000078,2026-07-27,CUST5901,ACC103719,XX6675323585,17847.19,USD,RW
TXN000079,2026-07-20,CUST5827,ACC191708,XX7875431833,691.42,GBP,OM
TXN000080,2026-08-06,CUST2411,ACC179588,XX6173085550,22127.36,USD,NE
TXN000081,2026-08-11,CUST1518,ACC104526,XX3292117091,40708.49,GBP,ZM
TXN000082,2026-07-24,CUST8214,ACC733633,XX4629470218,22708.89,USD,AM
TXN000083,2026-07-16,CUST9191,ACC497464,XX3661401629,25213.33,EUR,GB
TXN000084,2026-08-06,CUST2554,ACC452004,XX8427357755,22371.68,GBP,SB
TXN000085,2026-07-26,CUST5212,ACC965694,XX9001587781,36812.93,EUR,SO
TXN000086,2026-08-03,CUST1597,ACC645437,XX4420604826,19714.94,USD,CR
TXN000087,2026-08-09,CUST7926,ACC660902,XX2923933539,19072.63,USD,CU
TXN000088,2026-07-17,CUST6445,ACC383605,XX8345301062,47355.79,USD,KM
TXN000089,2026-07-23,CUST3388,ACC228651,XX3148400374,14005.0,GBP,SY
TXN000090,2026-07-23,CUST1572,ACC447574,XX2444031975,10218.02,USD,TH
TXN000091,2026-07-15,CUST1275,ACC418250,XX1691761648,449.73,EUR,MT
TXN000092,2026-08-02,CUST5602,ACC256273,XX8156529050,22409.07,EUR,CA
TXN000093,2026-07-21,CUST8325,ACC703357,XX9148268904,30958.16,GBP,GB
TXN000094,2026-07-15,CUST9517,ACC908407,XX1324618225,26163.44,USD,CR
TXN000095,2026-07-31,CUST1794,ACC368120,XX8186537473,38564.95,EUR,GA
TXN000096,2026-08-05,CUST8743,ACC378808,XX6917410209,41153.8,EUR,LS
TXN000097,2026-07-15,CUST5655,ACC945032,XX4936027695,44146.54,GBP,ZW
TXN000098,2026-08-05,CUST6602,ACC336230,XX9888435858,4647.67,USD,AF
TXN000099,2026-08-02,CUST8150,ACC983719,XX3307083280,49341.51,GBP,MV
TXN000100,2026-08-11,CUST2223,ACC132467,XX9825151105,47428.98,USD,BE
TXN000101,2026-08-01,CUST2865,ACC444642,XX6619774096,48742.48,GBP,MW
TXN000102,2026-07-16,CUST7645,ACC748698,XX3114550753,47960.98,GBP,ZA
TXN000103,2026-07-21,CUST3166,ACC691045,XX7519951109,33822.19,EUR,TN
TXN000104,2026-07-15,CUST9048,ACC283231,XX1287011256,39766.17,GBP,BY
TXN000105,2026-07-27,CUST3578,ACC513431,XX5308701402,49577.18,USD,IN
TXN000106,2026-07-28,CUST5496,ACC967614,XX5706159535,47894.7,GBP,ID
TXN000107,2026-07-13,CUST9220,ACC580503,XX9325706087,36148.87,EUR,AO
TXN000108,2026-07-25,CUST6880,ACC614794,XX9210259455,24292.91,EUR,CG
TXN000109,2026-08-11,CUST1776,ACC195153,XX6328240927,32450.1,USD,KZ
TXN000110,2026-07-20,CUST7187,ACC890517,XX7604633074,8841.48,USD,YE
TXN000111,2026-07-29,CUST7803,ACC594546,XX2570880947,45954.96,USD,ID
TXN000112,2026-08-09,CUST4227,ACC451212,XX4463489469,25301.97,EUR,NO
TXN000113,2026-07-26,CUST6055,ACC856752,XX6589016957,44193.06,GBP,MG
TXN000114,2026-07-30,CUST4083,ACC485129,XX9978106778,4566.13,EUR,BE
TXN000115,2026-07-28,CUST1001,ACC475041,XX3997085755,31062.44,USD,CF
TXN000116,2026-07-18,CUST1379,ACC265124,XX6090961133,43099.14,GBP,TT
TXN000117,2026-07-31,CUST2102,ACC575546,XX1738010869,9116.73,EUR,GY
TXN000118,2026-07-14,CUST7081,ACC765235,XX3351390425,24320.42,GBP,MA
TXN000119,2026-08-03,CUST4480,ACC146897,XX6495513656,24986.01,GBP,ST
TXN000120,2026-08-09,CUST2137,ACC470559,XX9445348537,314.18,GBP,MH
TXN000121,2026-07-18,CUST3771,ACC803991,XX2553875630,48496.54,EUR,VU
TXN000122,2026-07-23,CUST4776,ACC429142,XX4513555689,41233.44,USD,SN
TXN000123,2026-08-10,CUST1226,ACC686688,XX2934680421,20766.78,EUR,PY
TXN000124,2026-08-09,CUST4120,ACC686813,XX9426619887,15447.92,EUR,BJ
TXN000125,2026-08-02,CUST8026,ACC272680,XX9436377925,34534.57,GBP,DO
TXN000126,2026-07-13,CUST4812,ACC585916,XX3773140110,15464.53,USD,MU
TXN000127,2026-07-20,CUST8061,ACC850336,XX4000270431,11194.47,EUR,BD
TXN000128,2026-07-17,CUST3358,ACC484907,XX8282036291,24898.19,GBP,ST
TXN000129,2026-07-15,CUST7282,ACC538996,XX2193711482,37999.07,EUR,MN
TXN000130,2026-08-09,CUST1525,ACC957518,XX6446501608,28805.33,USD,BI
TXN000131,2026-08-01,CUST8116,ACC523683,XX2166640395,2548.34,GBP,VA
TXN000132,2026-08-07,CUST3706,ACC222684,XX7869690706,3980.11,GBP,KN
TXN000133,2026-07-16,CUST8760,ACC167486,XX7156685986,30282.97,EUR,UZ
TXN000134,2026-08-10,CUST3602,ACC363788,XX8365725637,6890.48,GBP,MV
TXN000135,2026-07-29,CUST4770,ACC972985,XX5496741690,22047.57,GBP,EC
TXN000136,2026-08-09,CUST6152,ACC245163,XX6769023914,5559.24,USD,MU
TXN000137,2026-07-25,CUST7306,ACC649662,XX5537331434,29860.41,USD,LA
TXN000138,2026-07-29,CUST9948,ACC944028,XX5022620933,16823.44,USD,AF
TXN000139,2026-07-16,CUST7172,ACC329780,XX8553204337,41645.13,USD,GQ
TXN000140,2026-07-29,CUST9290,ACC529812,XX3399637776,37725.05,EUR,GY
TXN000141,2026-07-25,CUST1811,ACC307812,XX3163018782,295.55,GBP,LB
TXN000142,2026-08-08,CUST6641,ACC192422,XX6522030699,11742.01,GBP,DZ
TXN000143,2026-08-04,CUST7378,ACC328753,XX6749680850,30724.5,EUR,LV
TXN000144,2026-07-18,CUST8276,ACC647617,XX6875858432,35541.96,GBP,IT
TXN000145,2026-07-22,CUST3637,ACC588138,XX5101003780,7437.96,USD,SZ
TXN000146,2026-07-16,CUST4473,ACC184600,XX4844377224,40958.85,EUR,SR
TXN000147,2026-07-31,CUST9841,ACC510848,XX4002834300,17174.43,GBP,SL
TXN000148,2026-07-29,CUST9757,ACC727838,XX7470207112,21771.09,USD,KM
TXN000149,2026-07-18,CUST6490,ACC440804,XX3631859039,21679.83,USD,SK
TXN000150,2026-07-30,CUST6572,ACC703124,XX9852283997,4360.81,USD,CH
TXN000151,2026-07-25,CUST4000,ACC297204,XX4518802573,13842.3,GBP,DK
TXN000152,2026-07-17,CUST4089,ACC696862,XX8560037727,29615.74,GBP,DZ
TXN000153,2026-08-03,CUST2942,ACC813765,XX3707439341,35804.14,USD,KM
TXN000154,2026-07-27,CUST7997,ACC623582,XX1769352632,44717.96,GBP,
TXN000155,2026-07-13,CUST6922,ACC779879,XX7357972375,27836.13,EUR,SY
TXN000156,2026-07-22,CUST5887,ACC840558,XX4603181871,47273.42,USD,BY
TXN000157,2026-07-15,CUST8142,ACC254435,XX5180258377,35700.81,USD,ER
TXN000158,2026-07-28,CUST9684,ACC882664,XX5778656939,7870.61,USD,KR
TXN000159,2026-08-10,CUST8995,ACC967037,XX9243708880,36354.78,EUR,CY
TXN000160,2026-07-13,CUST9784,ACC623835,XX7494430763,40955.42,USD,GM
TXN000161,2026-07-14,CUST4205,ACC690263,XX6279318257,38214.83,EUR,PL
TXN000162,2026-08-08,CUST6999,ACC629615,XX7430064541,46821.73,USD,RU
TXN000163,2026-07-31,CUST8306,ACC546344,XX5607511339,8284.96,EUR,WS
TXN000164,2026-08-09,CUST4033,ACC483525,XX2177068281,8144.99,USD,DO
TXN000165,2026-07-26,CUST5112,ACC910696,XX3787108775,27766.44,GBP,MH
TXN000166,2026-07-17,CUST3216,ACC657756,XX6085502716,33570.12,USD,KP
TXN000167,2026-08-11,CUST3683,ACC852421,XX7870091905,21803.28,EUR,MY
TXN000168,2026-08-10,CUST5455,ACC151555,XX3228242420,34624.87,GBP,JM
TXN000169,2026-07-22,CUST8214,ACC277066,XX8234147651,33531.15,EUR,CV
TXN000170,2026-08-03,CUST1994,ACC997602,XX6551169818,22283.83,EUR,MM
TXN000171,2026-07-13,CUST3758,ACC930956,XX9022711135,11281.8,USD,UY
TXN000172,2026-07-31,CUST1080,ACC901084,XX1402328629,39199.2,EUR,LT
TXN000173,2026-08-06,CUST1975,ACC786100,XX7202333448,40352.39,USD,HU
TXN000174,2026-07-20,CUST6783,ACC518855,XX4547696625,6876.2,USD,TH
TXN000175,2026-08-10,CUST2196,ACC816628,XX1995141086,33612.32,USD,CH
TXN000176,2026-07-30,CUST2436,ACC183285,XX5051244272,19707.67,USD,BJ
TXN000177,2026-07-18,CUST2167,ACC514659,XX6907987697,23863.3,EUR,MC
TXN000178,2026-07-17,CUST3645,ACC816502,XX6034900728,23217.04,GBP,CD
TXN000179,2026-07-14,CUST6601,ACC620786,XX5036689198,10202.02,GBP,GB
TXN000180,2026-07-31,CUST1799,ACC290779,XX4154832915,22081.08,EUR,CL
TXN000181,2026-07-22,CUST4348,ACC827273,XX8619297067,39556.52,USD,SA
TXN000182,2026-07-25,CUST1519,ACC575628,XX9003370225,42366.14,EUR,GY
TXN000183,2026-07-25,CUST5603,ACC184735,XX2572091638,38761.43,GBP,SA
TXN000184,2026-08-09,CUST9335,ACC715196,XX3742268675,15677.95,USD,CY
TXN000185,2026-07-28,CUST2947,ACC501537,XX7936640281,43162.76,GBP,IS
TXN000186,2026-07-29,CUST9852,ACC351594,XX4351445653,9574.74,USD,PH
TXN000187,2026-07-30,CUST7922,ACC885834,XX1243388076,46585.66,USD,PL
TXN000188,2026-08-11,CUST3923,ACC550352,XX9945513591,45959.88,USD,GH
TXN000189,2026-07-18,CUST7483,ACC914701,XX5567184993,38128.02,USD,PE
TXN000190,2026-08-03,CUST3420,ACC286842,XX6995518891,39639.76,EUR,BB
TXN000191,2026-07-21,CUST6305,ACC168540,XX9128577070,5654.99,EUR,KM
TXN000192,2026-08-10,CUST1066,ACC122755,XX7532331429,36075.91,GBP,MU
TXN000193,2026-08-04,CUST6085,ACC623015,XX8614092298,42838.44,EUR,MZ
TXN000194,2026-08-03,CUST6318,ACC328608,XX3273462681,31363.96,USD,EC
TXN000195,2026-07-15,CUST5531,ACC842594,XX3676912438,5732.31,EUR,KE
TXN000196,2026-08-07,CUST9782,ACC348684,XX6488613328,25126.87,GBP,MU
TXN000197,2026-07-13,CUST1188,ACC259575,XX5119641907,14761.0,USD,DO
TXN000198,2026-08-02,CUST3310,ACC806621,XX3628339581,11254.6,EUR,MR
TXN000199,2026-08-04,CUST2726,ACC572113,XX6629574066,37872.25,EUR,AT
TXN000200,2026-08-11,CUST7583,ACC175274,XX7104434640,41576.61,GBP,GE
TXN000201,2026-07-27,CUST9202,ACC274716,XX4159569557,1382.72,USD,RU
TXN000202,2026-07-26,CUST4091,ACC886716,XX9876395345,13010.15,GBP,AR
TXN000203,2026-08-07,CUST2922,ACC525422,XX2486561170,11256.84,GBP,BF
TXN000204,2026-08-11,CUST9476,ACC905067,XX3934249619,11156.48,EUR,UA
TXN000205,2026-08-02,CUST3790,ACC661067,XX3921033945,14864.81,GBP,LA
TXN000206,2026-07-26,CUST7617,ACC645019,XX1022996008,9152.2,GBP,PA
TXN000207,2026-07-23,CUST9931,ACC130489,XX4649058495,10421.17,EUR,KH
TXN000208,2026-08-04,CUST8111,ACC102789,XX8621348734,48710.34,GBP,BJ
TXN000209,2026-08-07,CUST2551,ACC394660,XX8430211669,214.25,USD,HR
TXN000210,2026-07-25,CUST5914,ACC225314,XX6594304396,22056.4,GBP,AU
TXN000211,2026-08-02,CUST2347,ACC288319,XX8344244152,16475.23,GBP,SO
TXN000212,2026-07-18,CUST6257,ACC998744,XX3699099769,9022.31,EUR,PK
TXN000213,2026-08-02,CUST7674,ACC502453,XX9996889028,47284.28,GBP,QA
TXN000214,2026-07-28,CUST6570,ACC225467,XX2341885410,28719.38,USD,AU
TXN000215,2026-07-28,CUST3259,ACC169778,XX8516827374,43462.59,GBP,KE
TXN000216,2026-07-22,CUST6962,ACC244461,XX3377480822,26079.77,USD,EG
TXN000217,2026-07-25,CUST7955,ACC228578,XX3997633884,8797.36,GBP,SZ
TXN000218,2026-07-16,CUST2937,ACC250049,XX4107108753,40361.63,GBP,TR
TXN000219,2026-07-25,CUST8621,ACC592849,XX3865264020,18680.33,EUR,KH
TXN000220,2026-07-21,CUST5450,ACC396888,XX3312995200,28729.37,EUR,NL
TXN000221,2026-07-17,CUST4640,ACC745862,XX2642273105,45164.21,EUR,RO
TXN000222,2026-07-13,CUST9730,ACC819726,XX1838455844,16423.52,USD,HR
TXN000223,2026-07-30,CUST3015,ACC850397,XX6060645867,33043.99,USD,LK
TXN000224,2026-07-26,CUST9841,ACC283401,XX2975327026,16122.52,USD,AD
TXN000225,2026-08-03,CUST8409,ACC939579,XX7694709038,45356.83,USD,KZ
TXN000226,2026-08-07,CUST6053,ACC947443,XX6144913048,37614.34,USD,NP
TXN000227,2026-07-15,CUST7571,ACC647305,XX7785806744,25188.83,EUR,CR
TXN000228,2026-08-02,CUST2420,ACC251511,XX4569926592,13715.69,EUR,PA
TXN000229,2026-07-28,CUST5378,ACC941464,XX8712472484,8152.3,GBP,IS
TXN000230,2026-07-28,CUST9825,ACC770993,XX2309667794,35342.8,EUR,VC
TXN000231,2026-07-20,CUST3212,ACC837359,XX5397703985,29008.99,EUR,TR
TXN000232,2026-08-08,CUST4656,ACC221189,XX7476240332,45799.96,GBP,IN
TXN000233,2026-07-19,CUST3287,ACC608897,XX4911168812,16002.48,GBP,SL
TXN000234,2026-07-25,CUST4644,ACC969034,XX4565075408,26554.28,EUR,TD
TXN000235,2026-08-01,CUST5289,ACC510873,XX9279386227,29280.6,GBP,BW
TXN000236,2026-08-11,CUST7228,ACC676545,XX3891619289,47470.82,EUR,MV
TXN000237,2026-08-08,CUST5908,ACC108474,XX9806638713,13368.32,EUR,MG
TXN000238,2026-08-07,CUST6364,ACC201246,XX7248764203,32957.69,EUR,TZ
TXN000239,2026-07-18,CUST1616,ACC414696,XX6961728549,42207.65,EUR,AT
TXN000240,2026-07-16,CUST4663,ACC548693,XX2023938577,33025.68,USD,BO
TXN000241,2026-07-17,CUST7862,ACC538916,XX4166120408,350.66,USD,SK
TXN000242,2026-08-05,CUST8986,ACC346338,XX7530324462,33105.79,EUR,QA
TXN000243,2026-08-03,CUST6124,ACC962251,XX7618924947,44142.08,GBP,LB
TXN000244,2026-07-14,CUST2705,ACC994406,XX2125944485,19523.28,USD,MW
TXN000245,2026-08-03,CUST7517,ACC444319,XX2494987564,30818.33,EUR,OM
TXN000246,2026-07-21,CUST3747,ACC212687,XX9503521927,5775.74,USD,MH
TXN000247,2026-07-30,CUST6974,ACC454725,XX3932182189,48168.09,EUR,BW
TXN000248,2026-07-28,CUST3125,ACC100886,XX1586677813,15586.28,GBP,GQ
TXN000249,2026-07-14,CUST7360,ACC435719,XX9585534824,3699.32,GBP,MN
TXN000250,2026-07-26,CUST8979,ACC512508,XX5954938865,3466.61,GBP,UY
TXN000251,2026-07-31,CUST9515,ACC473471,XX3817839137,10999.96,USD,BE
TXN000252,2026-07-21,CUST1132,ACC948400,XX6215048958,48886.19,USD,ET
TXN000253,2026-07-26,CUST2763,ACC323418,XX4328640249,14896.71,USD,FI
TXN000254,2026-08-01,CUST7335,ACC251455,XX1713631312,37825.26,USD,VA
TXN000255,2026-07-20,CUST1444,ACC489822,XX8229930812,40166.58,GBP,PG
TXN000256,2026-07-14,CUST7696,ACC821059,XX2330287480,167.71,GBP,IQ
TXN000257,2026-07-20,CUST3401,ACC955296,XX3584865491,34382.01,GBP,NI
TXN000258,2026-07-28,CUST1811,ACC249607,XX2481793186,34066.08,GBP,TD
TXN000259,2026-07-30,CUST2166,ACC738762,XX8677053581,37385.35,EUR,NI
TXN000260,2026-08-04,CUST1519,ACC192595,XX9768106205,39078.09,USD,LC
TXN000261,2026-07-18,CUST7292,ACC874392,XX4796108200,15932.34,GBP,QA
TXN000262,2026-08-11,CUST8509,ACC991316,XX4475611859,2237.84,GBP,TJ
TXN000263,2026-07-16,CUST5102,ACC277052,XX3079039923,1621.48,EUR,CF
TXN000264,2026-08-06,CUST6938,ACC380494,XX1475540182,21577.08,USD,CH
TXN000265,2026-08-04,CUST8131,ACC216055,XX9964214175,28372.97,GBP,FR
TXN000266,2026-08-10,CUST7736,ACC442048,XX3052089139,33959.33,EUR,
TXN000267,2026-07-21,CUST2296,ACC588311,XX5909519064,4590.52,USD,ES
TXN000268,2026-07-23,CUST4391,ACC294280,XX8013642479,26520.64,EUR,RU
TXN000269,2026-07-20,CUST7407,ACC452157,XX7707752979,27495.6,EUR,SK
TXN000270,2026-07-27,CUST7712,ACC837221,XX8397854787,16321.92,EUR,GT
TXN000271,2026-07-30,CUST8523,ACC951923,XX8366919479,37915.31,EUR,GT
TXN000272,2026-07-13,CUST7854,ACC991676,XX8859954187,10848.09,GBP,KR
TXN000273,2026-07-14,CUST3323,ACC487069,XX4259320782,5185.68,GBP,QA
TXN000274,2026-07-15,CUST3076,ACC313249,XX5516853219,20047.39,GBP,NZ
TXN000275,2026-07-21,CUST6431,ACC939780,XX9067371287,4233.39,USD,EC
TXN000276,2026-07-24,CUST3175,ACC292046,XX1808154644,45861.49,EUR,AR
TXN000277,2026-07-28,CUST5415,ACC598517,XX3810665023,43591.21,USD,LC
TXN000278,2026-07-22,CUST5468,ACC143587,XX1347520574,44524.86,EUR,DO
TXN000279,2026-08-05,CUST6083,ACC142399,XX8395106087,28661.18,GBP,GM
TXN000280,2026-07-26,CUST6792,ACC358694,XX7981222041,25991.61,EUR,AD
TXN000281,2026-08-10,CUST2775,ACC271430,XX3830061269,198.59,GBP,NI
TXN000282,2026-07-15,CUST8367,ACC245429,XX6196807975,29264.8,USD,
TXN000283,2026-08-08,CUST2670,ACC364353,XX5588959107,6119.29,EUR,DK
TXN000284,2026-08-10,CUST3253,ACC766669,XX6236006011,10443.66,USD,CM
TXN000285,2026-07-20,CUST3840,ACC931705,XX5280497877,47607.27,EUR,AF
TXN000286,2026-08-05,CUST3145,ACC402173,XX8628270781,47883.5,USD,IQ
TXN000287,2026-07-22,CUST4949,ACC119083,XX2108344254,8983.79,GBP,AZ
TXN000288,2026-07-22,CUST7980,ACC352410,XX4294262346,39625.12,EUR,IR
TXN000289,2026-07-14,CUST3068,ACC374954,XX3205444576,4387.5,USD,VA
TXN000290,2026-08-11,CUST3645,ACC282331,XX5891953781,43348.76,EUR,TG
TXN000291,2026-07-17,CUST4850,ACC797882,XX7151660486,21357.12,GBP,AO
TXN000292,2026-08-10,CUST3093,ACC204400,XX4418373852,43090.63,USD,ZM
TXN000293,2026-08-07,CUST5745,ACC328104,XX1981611306,28110.28,GBP,DM
TXN000294,2026-07-17,CUST4771,ACC940045,XX1816907847,23154.59,GBP,HT
TXN000295,2026-07-28,CUST9451,ACC778636,XX2675657004,43758.25,GBP,MH
TXN000296,2026-07-27,CUST2457,ACC686178,XX3041229243,45840.83,GBP,CU
TXN000297,2026-07-18,CUST9543,ACC525997,XX6571861067,43484.92,USD,JO
TXN000298,2026-07-31,CUST7244,ACC208468,XX3157653585,20756.55,USD,AD
TXN000299,2026-07-17,CUST3903,ACC411931,XX6359629178,285.36,GBP,GY
TXN000300,2026-07-13,CUST7054,ACC890106,XX9025009091,30770.73,EUR,GH
TXN000301,2026-07-14,CUST2577,ACC821713,XX9621625313,43403.12,GBP,LK
TXN000302,2026-07-13,CUST8063,ACC658445,XX5022574587,31679.33,GBP,GM
TXN000303,2026-07-15,CUST4114,ACC497860,XX2360521258,22948.2,USD,EC
TXN000304,2026-07-24,CUST1282,ACC464019,XX5345202550,4333.06,EUR,JM
TXN000305,2026-08-01,CUST7948,ACC130510,XX5383324550,19291.73,USD,BE
TXN000306,2026-07-18,CUST3991,ACC324524,XX4279441553,35910.91,EUR,RO
TXN000307,2026-07-20,CUST7847,ACC202278,XX6066798354,6121.62,GBP,CM
TXN000308,2026-07-30,CUST7429,ACC728053,XX8852086563,25888.53,USD,RU
TXN000309,2026-07-14,CUST9729,ACC350746,XX8479932886,8964.58,USD,ME
TXN000310,2026-07-31,CUST1395,ACC532151,XX9469144127,14063.44,GBP,MK
TXN000311,2026-08-09,CUST6419,ACC821655,XX4889904471,35935.18,EUR,MX
TXN000312,2026-07-16,CUST8868,ACC203606,XX6668965854,1082.29,USD,PT
TXN000313,2026-07-13,CUST6588,ACC504957,XX3066362342,17073.36,GBP,RW
TXN000314,2026-07-19,CUST6797,ACC204663,XX8623195230,27979.72,EUR,CD
TXN000315,2026-08-04,CUST9374,ACC611687,XX9777271566,20859.17,GBP,RU
TXN000316,2026-07-31,CUST3078,ACC148176,XX8737658634,32529.08,GBP,LR
TXN000317,2026-07-22,CUST3674,ACC699520,XX8830000270,38734.86,EUR,SZ
