transaction_id,trade_date,customer_id,account_id,security_id,amount,currency,country
TXN000026,2026-07-28,CUST2433,ACC961651,XX7294382556,23436.89,EUR,BB
TXN000027,2026-08-09,CUST5950,ACC307934,XX8003141986,-35045.69,EUR,GE
TXN000028,2026-08-02,CUST2758,ACC311620,XX1591794656,48670.32,EUR,AT
TXN000029,2026-08-02,CUST5626,ACC124173,XX5776933261,-1096.04,USD,LC
TXN000030,2026-07-23,CUST1312,ACC826368,XX2888137546,12824.7,USD,SD
TXN000031,2026-07-21,CUST6462,ACC418105,XX3573116603,32227.96,GBP,TM
TXN000032,2026-08-11,CUST7615,ACC396820,XX6742470771,10739.49,GBP,AE
TXN000033,2026-07-26,CUST4454,ACC453169,XX9467885616,,USD,RW
TXN000034,2026-08-07,CUST6301,ACC847241,XX8494816831,43518.55,USD,HT
TXN000035,2026-07-17,CUST8008,ACC557452,XX3613241163,8779.29,USD,GN
TXN000036,2026-07-17,CUST9619,ACC895708,XX1419441304,26137.02,GBP,MH
TXN000037,2026-07-19,CUST8474,ACC744642,XX5850686270,1980.79,GBP,SA
TXN000038,2026-07-21,CUST6114,ACC418588,XX8091501409,44253.26,EUR,KM
TXN000039,2026-07-13,CUST2677,ACC267966,XX3901388008,8932.8,EUR,SZ
TXN000040,2026-08-08,CUST4978,ACC373234,XX4985096412,20410.44,GBP,MR
TXN000041,2026-07-27,CUST8131,ACC372396,XX6332461663,12190.58,EUR,NP
TXN000042,2026-07-24,CUST3576,ACC874117,XX7317420815,2709.07,GBP,CU
TXN000043,2026-07-31,CUST8372,ACC758886,XX1531291511,38041.93,EUR,PT
TXN000044,2026-07-19,CUST2261,ACC350636,XX8264098559,35139.15,GBP,VA
TXN000045,2026-08-03,CUST5829,ACC831016,XX8604424142,14333.94,EUR,SV
TXN000046,2026-07-26,CUST2339,ACC376375,XX5479401086,22566.11,USD,SB
TXN000047,2026-07-27,CUST6009,ACC647999,XX4625656544,44877.16,EUR,UZ
TXN000048,2026-07-18,CUST2287,ACC325572,XX8799924732,13029.11,EUR,AL
TXN000049,2026-07-14,CUST1259,ACC894514,XX1335089584,5379.12,GBP,NG
TXN000050,2026-07-13,CUST4239,ACC616810,XX2018223883,47352.09,EUR,MA
TXN000051,2026-08-08,CUST2908,ACC543607,XX5500755295,,EUR,IL
TXN000052,2026-07-14,CUST2839,ACC642227,XX2932961899,13644.46,EUR,TL
TXN000053,2026-08-06,CUST7900,ACC563103,XX8939682166,26620.92,GBP,BO
TXN000054,2026-07-17,CUST9155,ACC281228,XX5225831552,4215.35,GBP,PG
TXN000055,2026-08-11,CUST9191,ACC560134,XX7045153629,23296.31,GBP,IS
TXN000056,2026-07-21,CUST3975,ACC278563,XX2504483251,,EUR,SO
TXN000057,2026-07-18,CUST7312,ACC121896,XX7348460319,27805.74,GBP,BD
TXN000058,2026-07-26,CUST1871,ACC216002,XX6467359323,20769.23,EUR,MV
TXN000059,2026-07-26,CUST4359,ACC161864,XX1834608887,7737.92,EUR,AU
TXN000060,2026-07-20,CUST7085,ACC557862,XX4728305287,20261.31,GBP,VA
TXN000061,2026-07-14,CUST5359,ACC679506,XX6913766888,6075.31,EUR,SC
TXN000062,2026-07-17,CUST8229,ACC187569,XX6303507134,49360.95,GBP,UY
TXN000063,2026-07-20,CUST1019,ACC341906,XX6816130031,12873.15,GBP,HT
TXN000064,2026-08-10,CUST5173,ACC179437,XX9639893298,34692.31,GBP,QA
TXN000065,2026-08-02,CUST3218,ACC641564,XX5431872229,23391.9,GBP,EG
TXN000066,2026-07-28,CUST5056,ACC110600,XX5039548772,27698.41,EUR,VC
TXN000067,2026-07-23,CUST8472,ACC575746,XX1756275757,,EUR,CF
TXN000068,2026-08-10,CUST9264,ACC773800,XX7622627554,19768.63,GBP,KG
TXN000069,2026-08-03,CUST3896,ACC308732,XX6535438674,,EUR,YE
TXN000070,2026-08-03,CUST5413,ACC774002,XX5710733388,17042.08,EUR,NP
TXN000071,2026-07-24,CUST9834,ACC323263,XX2919277127,24384.75,GBP,SN
TXN000072,2026-07-24,CUST3688,ACC857529,XX9837706555,24725.46,USD,UA
TXN000073,2026-07-20,CUST8780,ACC102709,XX1551331416,17655.87,EUR,SV
TXN000074,2026-07-19,CUST4109,ACC470483,XX9732577444,23418.6,EUR,TW
TXN000075,2026-07-15,CUST4279,ACC187512,XX7756754592,37513.05,GBP,BI
TXN000076,2026-08-09,CUST4110,ACC280554,XX6651825470,20095.3,GBP,SB
TXN000077,2026-07-17,CUST6755,ACC601674,XX6104758200,40933.4,USD,LR
TXN000078,2026-08-11,CUST5982,ACC349164,XX4125254725,48989.85,GBP,SB
TXN000079,2026-08-08,CUST5069,ACC855066,XX4819201773,28750.4,USD,MK
TXN000080,2026-07-27,CUST2845,ACC269903,XX6477078963,6939.86,EUR,GD
TXN000081,2026-07-21,CUST9400,ACC323799,XX4769344199,33913.57,GBP,TN
TXN000082,2026-07-23,CUST8755,ACC239021,XX9074219570,10843.79,EUR,CZ
TXN000083,2026-08-07,CUST6928,ACC125381,XX8752152780,20129.55,USD,DK
TXN000084,2026-07-31,CUST3991,ACC823200,XX9429353692,15907.81,USD,PA
TXN000085,2026-07-22,CUST6338,ACC594708,XX8593266529,26955.35,GBP,BI
TXN000086,2026-08-04,CUST7819,ACC871856,XX3638824882,29600.06,EUR,MD
TXN000087,2026-07-23,CUST5454,ACC445307,XX6216329052,49914.7,EUR,CU
TXN000088,2026-07-30,CUST5755,ACC296087,XX3814344051,38456.49,EUR,FJ
TXN000089,2026-08-03,CUST8887,ACC396842,XX5021238916,40702.81,EUR,BE
TXN000090,2026-07-25,CUST9991,ACC510553,XX5035768399,49987.37,GBP,CM
TXN000091,2026-07-27,CUST4525,ACC923449,XX1857725154,34171.81,GBP,SY
TXN000092,2026-08-09,CUST6554,ACC827021,XX2151946697,14778.4,GBP,KI
TXN000093,2026-07-31,CUST3645,ACC722338,XX4932556984,,USD,FM
TXN000094,2026-07-18,CUST9233,ACC881403,XX8587380865,23257.21,EUR,KH
TXN000095,2026-08-08,CUST1828,ACC531113,XX1811619733,4748.97,GBP,AD
TXN000096,2026-08-11,CUST5512,ACC598504,XX5210128393,25083.95,EUR,CG
TXN000097,2026-07-13,CUST1619,ACC612040,XX9648207020,44235.38,EUR,BS
TXN000098,2026-08-08,CUST3664,ACC166600,XX6789419561,46409.29,EUR,KW
TXN000099,2026-08-09,CUST2387,ACC720131,XX8358005168,25587.78,USD,ES
TXN000100,2026-07-18,CUST7695,ACC345912,XX3281015064,46859.0,GBP,CD
TXN000101,2026-07-31,CUST8311,ACC249386,XX4648766006,16451.0,GBP,BO
TXN000102,2026-07-31,CUST1724,ACC416778,XX8315286307,5874.71,EUR,BA
TXN000103,2026-07-31,CUST8490,ACC953750,XX1875850907,26710.92,GBP,BI
TXN000104,2026-07-26,CUST3640,ACC220839,XX6022582119,25155.07,GBP,VC
TXN000105,2026-07-26,CUST9563,ACC870913,XX1145777835,5433.1,EUR,UA
TXN000106,2026-07-25,CUST4980,ACC501586,XX4392060582,24231.79,USD,GY
TXN000107,2026-07-21,CUST5781,ACC210354,XX1151274378,9278.73,EUR,TH
TXN000108,2026-07-15,CUST8329,ACC586770,XX5761374701,47655.62,GBP,AD
TXN000109,2026-07-30,CUST1969,ACC794422,XX9975401143,1524.36,EUR,GN
TXN000110,2026-08-01,CUST1709,ACC613299,XX4059401143,19900.5,EUR,ML
TXN000111,2026-08-02,CUST5037,ACC866683,XX3561626575,4939.89,GBP,TN
TXN000112,2026-07-23,CUST7176,ACC770758,XX5325043312,41658.01,EUR,MZ
TXN000113,2026-08-05,CUST7795,ACC975749,XX3611763957,5013.65,EUR,BA
TXN000114,2026-08-10,CUST7431,ACC432756,XX2153232960,43757.29,USD,LC
TXN000115,2026-07-13,CUST8301,ACC350599,XX2225007449,2040.84,USD,GT
TXN000116,2026-07-27,CUST8628,ACC412476,XX1700688550,21334.98,EUR,AD
TXN000117,2026-07-16,CUST6503,ACC527217,XX3542550244,42424.06,USD,ZW
TXN000118,2026-08-05,CUST1510,ACC839710,XX8340790860,24613.82,EUR,SE
TXN000119,2026-07-17,CUST5445,ACC561757,XX5690644151,42908.5,EUR,IT
TXN000120,2026-07-14,CUST6577,ACC589518,XX4950744842,22174.61,USD,TT
TXN000121,2026-07-19,CUST3399,ACC670152,XX5010317936,12208.02,USD,AM
TXN000122,2026-07-14,CUST7817,ACC137202,XX7819150826,25754.14,GBP,CF
TXN000123,2026-07-13,CUST8906,ACC232103,XX6835226451,19411.8,EUR,GM
TXN000124,2026-07-21,CUST8239,ACC965890,XX9058233736,32371.53,USD,TT
TXN000125,2026-07-15,CUST3854,ACC192190,XX1554444700,18697.18,EUR,BG
TXN000126,2026-07-27,CUST8267,ACC821899,XX3617638413,45387.18,EUR,NI
TXN000127,2026-07-22,CUST3284,ACC181221,XX5256653517,24057.78,GBP,DK
TXN000128,2026-07-22,CUST9440,ACC112123,XX9745697117,5725.11,USD,ER
TXN000129,2026-08-07,CUST8329,ACC521737,XX2228314663,30719.56,EUR,AM
TXN000130,2026-08-05,CUST2842,ACC253943,XX7216569247,5403.07,GBP,DO
TXN000131,2026-07-20,CUST8541,ACC919159,XX7180166811,,EUR,TW
TXN000132,2026-07-23,CUST2150,ACC737113,XX3393235996,41590.03,EUR,MY
TXN000133,2026-08-09,CUST2779,ACC523704,XX4749390228,2473.93,USD,RS
TXN000134,2026-07-27,CUST7197,ACC812749,XX7031831312,5923.15,EUR,HT
TXN000135,2026-07-16,CUST1521,ACC769092,XX3686529988,12682.92,EUR,GQ
TXN000136,2026-08-05,CUST9096,ACC972759,XX1573710455,16371.73,EUR,SY
TXN000137,2026-07-24,CUST2952,ACC482694,XX4221485937,12028.16,EUR,AL
TXN000138,2026-07-28,CUST1339,ACC547076,XX8098568738,27178.24,GBP,VC
TXN000139,2026-08-10,CUST4976,ACC762499,XX1324017845,48096.92,USD,BY
TXN000140,2026-07-26,CUST7235,ACC992863,XX6752572951,36776.89,USD,SR
TXN000141,2026-08-09,CUST3801,ACC419452,XX2930805809,4674.43,USD,BO
TXN000142,2026-08-05,CUST5255,ACC344629,XX7338541360,,EUR,GW
TXN000143,2026-07-26,CUST8920,ACC465779,XX2231939801,44975.13,USD,MV
TXN000144,2026-07-21,CUST2903,ACC943181,XX7945867352,43325.74,GBP,PW
TXN000145,2026-07-14,CUST4978,ACC180568,XX8683707046,2902.74,GBP,AF
TXN000146,2026-07-27,CUST8449,ACC221074,XX4033184853,27954.26,USD,SO
TXN000147,2026-07-26,CUST1466,ACC247082,XX6540020329,46887.45,GBP,PG
TXN000148,2026-08-05,CUST7643,ACC220084,XX4380608805,49200.39,USD,GT
TXN000149,2026-07-14,CUST3847,ACC412205,XX8109006449,28340.3,GBP,TJ
TXN000150,2026-07-25,CUST9314,ACC675095,XX6289698045,24816.15,GBP,CD
TXN000151,2026-08-11,CUST5925,ACC909581,XX2428521663,10970.87,USD,ES
TXN000152,2026-07-26,CUST3803,ACC793936,XX2896709492,14542.76,USD,FR
TXN000153,2026-07-29,CUST4443,ACC610034,XX6353663473,18407.04,USD,AR
TXN000154,2026-07-29,CUST8345,ACC125013,XX5752687747,17988.74,USD,TM
TXN000155,2026-07-30,CUST6061,ACC607178,XX1169251041,42646.53,USD,CU
TXN000156,2026-08-02,CUST6780,ACC292403,XX2515511840,35530.48,USD,CV
TXN000157,2026-08-07,CUST8856,ACC665096,XX6696913777,40439.91,USD,AF
TXN000158,2026-08-10,CUST5502,ACC148631,XX9674465185,49845.83,EUR,LY
TXN000159,2026-07-13,CUST9005,ACC710449,XX6509027777,42947.49,USD,BD
TXN000160,2026-07-31,CUST8631,ACC125407,XX9945756438,18502.31,EUR,YE
TXN000161,2026-07-26,CUST8691,ACC201576,XX8594326295,24879.73,USD,DE
TXN000162,2026-08-11,CUST8286,ACC586009,XX3056000629,44541.35,EUR,NR
TXN000163,2026-07-29,CUST6335,ACC705901,XX7535725609,34702.06,EUR,MK
TXN000164,2026-07-20,CUST1060,ACC528166,XX3462761604,18425.72,EUR,GD
TXN000165,2026-07-17,CUST7751,ACC775083,XX6347782517,4759.19,GBP,TW
TXN000166,2026-07-30,CUST7465,ACC648806,XX7758333121,10943.94,EUR,MY
TXN000167,2026-07-16,CUST3180,ACC490220,XX5621429993,,GBP,SR
TXN000168,2026-07-24,CUST2047,ACC480721,XX1382956430,49808.12,EUR,RO
TXN000169,2026-08-11,CUST1688,ACC923173,XX7465048427,23678.49,USD,CG
TXN000170,2026-07-17,CUST5578,ACC289306,XX6018378481,47233.78,EUR,MR
TXN000171,2026-08-11,CUST9289,ACC268604,XX4590636837,30607.89,GBP,NI
TXN000172,2026-08-05,CUST6222,ACC685486,XX8225937457,43854.02,GBP,LS
TXN000173,2026-08-05,CUST6897,ACC382014,XX5412958610,28230.21,EUR,MD
TXN000174,2026-08-08,CUST6596,ACC913603,XX8738003406,43992.11,GBP,JO
TXN000175,2026-08-09,CUST7680,ACC469878,XX2810105105,30342.41,EUR,CG
TXN000176,2026-08-02,CUST7910,ACC891645,XX2739034531,38466.29,GBP,GB
TXN000177,2026-07-23,CUST9803,ACC121285,XX6314462153,25020.44,GBP,JO
TXN000178,2026-08-07,CUST8010,ACC574794,XX7567794311,1930.88,EUR,LB
TXN000179,2026-07-19,CUST7060,ACC442491,XX1610397729,12777.58,GBP,GB
TXN000180,2026-07-25,CUST6629,ACC935875,XX8531392893,47615.66,USD,LR
TXN000181,2026-07-13,CUST2061,ACC335460,XX1614267660,9590.95,EUR,MT
TXN000182,2026-07-30,CUST4132,ACC981247,XX2666341888,2297.47,GBP,KE
TXN000183,2026-07-22,CUST1999,ACC307864,XX8148637711,43694.5,GBP,FI
TXN000184,2026-08-04,CUST7421,ACC120733,XX5662804026,21916.7,EUR,NE
TXN000185,2026-07-18,CUST1923,ACC558764,XX1152522505,44402.62,GBP,CO
TXN000186,2026-07-24,CUST4541,ACC208979,XX4914724894,27429.4,EUR,BS
TXN000187,2026-07-26,CUST6013,ACC800991,XX2447400981,15286.34,USD,SK
TXN000188,2026-08-03,CUST7387,ACC433233,XX2013685649,6071.55,GBP,VC
TXN000189,2026-07-20,CUST3364,ACC556636,XX4614789112,3065.66,GBP,LC
TXN000190,2026-07-22,CUST7184,ACC256086,XX2893363376,32481.63,EUR,MC
TXN000191,2026-08-08,CUST8028,ACC457148,XX2396752441,43212.26,EUR,LR
TXN000192,2026-07-31,CUST4295,ACC572857,XX5031442194,33726.22,GBP,AL
TXN000193,2026-08-01,CUST5777,ACC176732,XX9596156887,-15726.89,USD,BD
TXN000194,2026-07-20,CUST3014,ACC466203,XX3694210821,13799.32,GBP,MC
TXN000195,2026-07-19,CUST4743,ACC719489,XX8196925583,,USD,LT
TXN000196,2026-07-29,CUST2047,ACC203057,XX4201391532,18146.89,USD,GQ
TXN000197,2026-07-27,CUST6479,ACC107024,XX5925113026,31360.74,EUR,IN
TXN000198,2026-07-13,CUST8433,ACC814564,XX8772905382,28097.77,GBP,PE
TXN000199,2026-07-23,CUST8741,ACC413461,XX1484374146,,USD,MK
